title,image,plot
555 (1988 film),https://upload.wikimedia.org/wikipedia/en/6/64/555HorrorFilm.jpg,"While making out on the beach, a couple is attacked by a blade-wielding man dressed like a hippie. After beheading the man with a machete, the hippie slashes the woman to death with a dagger, then sexually assaults her corpse. Charged with solving ""the Lake Front Butcher"" murders (as the media have dubbed them) are Sergeant Connor and Detective Haller, whose main suspect is the man who found the bodies, a retired army colonel named Peter Wayne. Routinely intruding upon the investigation is stubborn local reporter Susan Rather, the occasional lover of Assistant District Attorney Ralph Kennedy.  Over the next two nights two more couples are butchered, one in their van, and the other in an abandoned factory. The modus operandi (male killed with a machete, the female killed with a knife and raped post-mortem) is the same, and the theory that Wayne is the killer is strengthened when he goes into hiding. Shortly after another couple is killed (this time in their bedroom) on the fourth night, Connor finds Wayne, who he had discovered had lived in at least two of the four cities where similar crimes (five couples killed over the course of five nights, each spree five years apart) have occurred. However, due to a lack of solid evidence connecting him to any of the murders, Wayne (who claims to have only hid because he believed Connor was personally out to get him) is let go.  After Wayne's release, Connor and Haller are approached by Susan, who claims that Ralph is the Lake Front Butcher. Susan explains that she had earlier snuck into the station to look through the case files, and found out that the ex-boyfriend of the very first victim (murdered twenty years ago in Massachusetts alongside her lover) was named Joseph Ralph Dwyer, which is Ralph's birth name. Searching for Ralph, the trio track him down to the abandoned factory, where he is killed in a shootout, though only after claiming the lives of another young couple, completing his pattern for the fifth time."
8 Million Ways to Die,https://upload.wikimedia.org/wikipedia/en/3/38/8_Million_Ways_to_Die_Poster.jpg,"An alcoholic Los Angeles Sheriff's Deputy, Matt Scudder, takes part in a drug bust that results in his fatal shooting of a small-time dealer in front of the man's wife and kids. Scudder ends up in a drunk ward, suffering from booze and blackouts, ending his career, his marriage, and jeopardizing his relationship with his daughter.  After an Alcoholics Anonymous meeting, a woman hands Scudder a note, which invites him to a private gambling club on a hill, accessible only by a funicular, owned by Chance Walker. At the club, Scudder is greeted by a call girl named Sunny, who pretends that he is her boyfriend. He also meets Angel Maldonado, who places large wagers with Chance and is infatuated with another call girl there, Sarah.  Bewildered by Sunny's behavior, Scudder ends up back at his place, where after a failed attempt to seduce him, Sunny explains that she is frightened and needs help. After she pays him $5,000, Scudder offers Chance $2,500 to allow Sunny to quit prostitution. An insulted Chance insists that all he does is run the club, paying the girls a flat salary to attend his parties. Any prostitution they do is up to them.  Sunny is kidnapped in front of Scudder and, during a chase, is murdered and thrown off a bridge. Scudder goes on a binge and wakes up in a drunk ward several days later. It transpires that he gave statements to detectives before getting drunk that have implicated himself and Chance in the murder. At the club, Maldonado wears a ring with an emerald that matched the missing jewel in a necklace that Sunny owned. Convinced now that Maldonado is her killer, Scudder persuades Sarah to leave the club with him, as a jealous Maldonado looks on. Sarah fails to get Scudder to drink with her, then tries to initiate sex but is too drunk and vomits on his bed.  Scudder pieces together that Maldonado is running a drug ring through Chance's legitimate businesses. Setting up a meeting where he pretends to set up a drug buy, Scudder has a confrontation with Maldonado, who forces Sarah to leave with him. Chance is furious that Maldonado has been using him and that he killed Sunny, but Scudder convinces him to go along with the drug deal, in order to trap Maldonado.  At Maldonado's house, a unique one designed by Antoni GaudÃ­, a suspicious Maldonado puts off any talk of drugs. He taunts Scudder about Sunny's death and carefully implies she was killed to scare off others who would cross him. Maldonado knows that Scudder is or was a cop, so is wary of being trapped in a sting. Scudder notices a package from a supermarket Chance owns. Deducing that the drugs were stashed there, Scudder and Chance go to the grocery store and find the hidden cocaine. Scudder offers to return them in exchange for Sarah.  At an empty warehouse, Maldonado arrives with Sarah duct-taped to a shotgun that one of his underlings is holding. Scudder in turn has booby-trapped the drugs and threatens to destroy them if Sarah is harmed. After seeing some of his cocaine burned, Maldonado agrees to cut Sarah loose, but before he can secure his drugs, a shootout erupts between Maldonado's men and undercover drug agents who have accompanied Scudder to the scene. Maldonado manages to escape in the chaos, but Chance is killed.  Sarah and Scudder head back to Chance's club, and as they ride the funicular up to the house, they see Maldonado standing at the top, waiting for them. Scudder manages to kill him in a tense gunfight. Scudder is later seen attending an AA meeting, then strolling happily with Sarah on a beach."
84 Charing Cross Road (film),https://upload.wikimedia.org/wikipedia/en/e/e8/84_Charing_Cross_Road_poster.jpg,"In 1971, New Yorker Helene Hanff is on an airplane heading for London. She is on a promotional tour for her book 84 Charing Cross Road which is about her 20-year correspondence with a secondhand bookshop specializing in out-of-print books. By the time she arrives in London, the book shop has permanently closed, but she still visits it. To the sound of hammering and a builder's radio, Hanff recalls the first letter she wrote to the shop in 1949.  As a flashback, at a bookstore in 1949 in New York City, Hanff seeks obscure British literary classics and notices an advertisement in the Saturday Review of Literature placed by antiquarian booksellers Marks & Co, located at the titular address in London. She contacts the shop, where chief buyer and manager Frank Doel fulfills her requests. Over time, a long-distance friendship develops between Hanff and Doel and also the other staff members; even Doel's wife corresponds with Hanff. In gratitude for their extraordinary service, Hanff begins sending small gifts: holiday packages and food parcels to compensate for postâ€“war food shortages in Britain. Their correspondence includes discussions about topics as diverse as the sermons of John Donne, how to make Yorkshire pudding, the Brooklyn Dodgers and the coronation of Elizabeth II.  Hanff intends to visit London and meet her bookseller friends but for various reasons has to postpone her plans. In January 1969, she receives word that Doel has died and the bookshop has closed.  She finally visits Charing Cross Road and the vacant shop in the summer of 1971."
9 to 5 (film),https://upload.wikimedia.org/wikipedia/en/e/e0/9_to_5_moviep.jpg,"Reserved housewife Judy Bernly must start work as a secretary at Consolidated Companies after her divorce, and is placed under the supervision of experienced and sharp-tongued widow Violet Newstead. Both work under egotistical, sexist vice president Franklin Hart, whom Violet once trained and who encourages the rumor that he and his attractive married secretary, Doralee Rhodes, are having an affair.  When Hart turns down Violet for a promotion in favor of a man who is below her, she reveals to Doralee the rumor about the affair, leading both women to take the afternoon off drinking at a local bar. Judy joins them after learning of the dismissal of a friendly co-worker.  Unable to think of a way to improve their situation, they spend the evening smoking marijuana at Doralee's house and fantasizing about how they would get revenge on Hart: Judy would shoot him like a hunter does a deer, Doralee would hog tie him and roast him over a slow fire, while Violet would poison his coffee.  The next day, a frustrated Violet accidentally puts rat poison in Hart's coffee, but before he can drink it, his desk chair malfunctions and he blacks out after hitting his head on a credenza. Violet realizes her mistake and thinks the poisoned coffee caused Hart to black out. She and Judy meet Doralee at the hospital just in time to overhear a doctor pronounce another man dead from poisoning.  Thinking the dead man is Hart, Violet steals the body to prevent an autopsy, but while arguing with Judy and Doralee, she crashes her car, damaging a fender. When Doralee retrieves a tire iron from the trunk to fix the fender, she discovers the body is not Hart and they return it to the hospital.  The next morning, Hart shocks the women when he arrives for work as usual. In the ladies room, Doralee explains that Hart hit his head, but did not drink the coffee. Relieved that nothing will come out of the night's events, the ladies agree to meet for happy hour at the end of the day. However, Hart's loyal administrative assistant Roz overhears their conversation and reports everything back to him.  Hart summons Doralee to his office and offers her a choice: if she spends the night with him, he will not report her, Judy, and Violet for attempted murder. Doralee refuses and when Hart will not hear her out, she hogties him and stuffs a scarf he had given her as a gift in his mouth to keep him quiet. He eventually tricks Judy into loosening the binds, which leads her to shoot at him with Doralee's handgun.  Ultimately, the women discover Hart has been selling Consolidated inventory and pocketing the proceeds, so they blackmail him into keeping quiet. When they are told that invoices Violet ordered that should prove Hart's crimes will not arrive for 4â€“6 weeks, they confine Hart to his bedroom wearing a hang gliding suit tied to a remote controlled garage door opener.  While Hart is out of the office, they implement several programs that are popular with the workers, including an in-office daycare center, equal pay for men and women, flexible hours, and a job-sharing program where employees can work part-time.  Days before the invoices arrive, Hart's adoring wife returns from a cruise and frees him, giving him the time to buy back the inventory he sold. Before Hart can report Judy, Doralee, and Violet to the police, the chairman of the board, Russell Tinsworthy, arrives to meet with Hart. He congratulates him on his improvements to the office which have resulted in a 20% increase in productivity. As a result, he invites Hart to join him on a multiyear project in Brazil, which he reluctantly is forced to accept.  Violet, Judy, and Doralee celebrate their success. Violet is eventually promoted to vice president, Judy leaves Consolidated to marry the Xerox representative, and Doralee leaves to become a country western singer. Hart is kidnapped by a tribe of Amazons and is never heard from again."
976-EVIL,https://upload.wikimedia.org/wikipedia/en/5/5f/976-evil_cover.jpg,"Cousins Leonard ""Spike"" Johnson (Patrick O'Bryan) and Hoax Arthur Wilmoth (Stephen Geoffreys) are teenagers who live with Hoax's overtly religious and domineering mother Lucy Wilmoth (Sandy Dennis). While Spike is the neighborhood motorcycle bad boy, Hoax is an introverted nerd. Even though Spike genuinely cares for his cousin and protects him from bullies, Hoax is filled with resentment that he cannot stand up for himself or get the girl he wants (both of which Spike does effortlessly).  Both boys stumble upon 976-EVIL, which on the surface is just a novelty phone line that gives creepy-themed fortunes for a few dollars. However, the line is actually used by Satan to subtly corrupt mortals into his bidding. Spike loses interest in the line quickly, but Hoax soon discovers the true nature of the line and uses it to get revenge on everyone who has wronged him.  Soon Hoax's spirit is almost entirely consumed by Satan, who possesses Hoax to cause death and destruction, culminating in an opening to Hell appearing before their house. Spike confronts Hoax, but is quickly overpowered. In a desperate last ploy, he calls earnestly to his cousin, reminding him of the plans they had to take a vacation that summer.  Hoax's fleeting soul resurfaces briefly, and realizes his horrible mistake and embraces Spike, begging for help. Spike, realizing Hoax is lost and cannot be separated from the demonic presence, betrays his cousin and throws him into the pit of Hell."
9Â½ Weeks,https://upload.wikimedia.org/wikipedia/en/4/49/Nine-12-weeks-theatrical-movie-poster-md.jpg,"Elizabeth McGraw, an employee at a SoHo art gallery, meets John Gray, a Wall Street arbitrageur, at a Chinese grocer and later at a street fair where he buys her an expensive scarf. They start dating, but John's strange behavior escalates, and he gives her an expensive gold watch with instructions to think about him touching her at noon every day. Elizabeth goes further and masturbates at work at the designated time.  Elizabeth wants to introduce John to her friends, but he only wants to see her in the evenings and tells her to see her friends during the day. One evening, she is alone in his apartment and finds a photo of him with another woman named April Tover. When John calls and asks if she went through his things, she admits it. He threatens to punish her, and when he returns home, he orders her to face the wall for a spanking. Elizabeth tries to leave, but the door is locked. John slaps her, she slaps him back, and he rapes her. Despite this, Elizabeth falls in love with John, so she starts to enjoy his dominant behavior and has sex with him on the top of a clock tower.  John takes control of all aspects of Elizabeth's life, from what she wears and eats, to how he brushes her hair, and feeds her. Elizabeth becomes increasingly dependent on John, losing her sense of self. One day, she follows John to work and brings him lunch, telling him she wants to ""be one of the guys"". John arranges for her to crossdress for a rendezvous at a bar at the Algonquin Hotel, but they are mistaken for a gay couple and attacked by a group of tramps in an alley. Elizabeth stabs one of the attackers in the buttocks, and they flee. Excited from the incident, Elizabeth declares her love for John, strips, reveals wet informal undergarments and has passionate sex with him at the scene of the crime.  John starts to make their BDSM-style relationship more apparent in public. He dares her to shoplift a necklace and she does so. At the bedding section in Bloomingdale's, he asks Elizabeth to ""spread your legs for daddy"" in front of the saleswoman. At an equestrian store, he whips Elizabeth on the leg with a riding crop and tells the salesman, ""I'll take this one."" Later on that evening, Elizabeth performs a striptease at John's apartment.   Someday after, John asks Elizabeth to crawl and pick up money as he throws it on the floor of his office. Elizabeth initially obliges, but then objects, and John takes off his belt, whipping the floor, almost hitting her. Elizabeth cries and protests, but John continues to insist that she crawl and pick up the money. She eventually does so before throwing the money in John's face and declaring that she hates the game.  Elizabeth is confident and sexy at home with John, but she becomes withdrawn at work and thinks about her ex-husband Bruce, who starts dating her co-worker and roommate Molly. She goes to the countryside to visit an elderly artist named Farnsworth and secure an exhibit.  Elizabeth meets John at a room at the Hotel Chelsea and is asked to wear a blindfold. John touches her briefly before a South American sex worker enters the room and caresses Elizabeth as John observes. Elizabeth shows anxiety and the woman removes her blindfold. John takes the woman to the next room and starts undressing her. Elizabeth intervenes violently and flees with John in pursuit. They end up in an adult entertainment venue where Elizabeth starts kissing the man next to her during a live sex show. John approaches her and they embrace.  Elizabeth's gallery hosts a successful opening featuring Farnsworth's work. Farnsworth, uncomfortable with the partying crowd, finds Elizabeth in tears in a corner. Elizabeth, dependent on John for emotional stability, calls him while wearing a metal bracelet cuff. The next morning, Elizabeth tries to leave John's apartment, but he tries to convince her to stay by confessing his feelings. Elizabeth leaves anyway, and John begins a mental countdown, hoping she will return before he finishes. Elizabeth walks in the street among the crowd, crying."
A Breed Apart,https://upload.wikimedia.org/wikipedia/en/0/0d/A_breed_apart_poster.jpg,"Obsessive bird egg collector J.P. Whittier is determined to obtain the eggs of a newly discovered species of bald eagle nesting high up on the private island of reclusive Vietnam veteran Jim Malden.  Whittier hires mountaineer Mike Walker to pose as a photographer and win Malden's confidence in order to gain access to the eggs.  Subplots include locals seeking revenge on Malden after being caught hunting on his island without permission and Malden's inability to express his affection for local store owner Stella Clayton and her son Adam.  At Walker's suggestion, Malden visits Stella to tell her how he truly feels.  Walker uses the opportunity to scale the mountain where the eggs lie, only to fall victim to his conscience when his goal is within his grasp.  Malden, Stella & Adam are united at the end, while Walker provides a local reporter with a scoop about Whittier's illegal hobby."
A Bunny's Tale,https://upload.wikimedia.org/wikipedia/en/2/26/A_Bunny%27s_Tale.jpg,"Engaged by a magazine to write an investigative article on publisher Hugh Hefner's nightclub chain, Ms. Steinem poses as a young girl named ""Marie"" and enters the Bunny training program at the New York City Playboy Club. Outfitted with phony ears, a fuzzy tail, and a revealing costume, Gloria learns the proper method of serving drinks, the ""bunny dip"", and how to fend off customers who ignore Hefner's ""look but don't touch"" policy. She also concludes that being a sex object, even a chaste one, is depressingly demeaningâ€”an ""awakening""."
A Case of Deadly Force,https://upload.wikimedia.org/wikipedia/en/a/a6/A_Case_of_Deadly_Force_poster.jpg,"Fact-based story about a 1975 cover-up of an unjustified shooting of a black man by two white members of the Boston Tactical Unit. While on stakeout on a suspected getaway car used in an armed robbery, the two gunned down a black man who entered the car. The two claimed the man had a gun and they shot in self-defense. Police investigation decided it was a rightful shooting. The man's widow (Lorraine Toussaint) knew her husband would not be carrying a weapon and became determined to prove her husband's innocence. She hired a former cop (Richard Crenna), who had become a lawyer, to prove her case. Working with his four sons (John Shea, Tate Donovan, Tom Isbell, and Dylan Baker), the lawyer team takes on the police force in what eventually proved to be a landmark legal decision."
A Certain Sacrifice,https://upload.wikimedia.org/wikipedia/en/d/d9/ACertainSacrificeVHScover.jpg,"Madonna plays the part of Bruna, a Lower East Side resident who lives with three ""love slaves"" (one woman, one man, and one trans woman). Bruna meets Dashiell (Pattnosh) in the water fountain in Washington Square Park and the two ""fall in love"". Bruna later tells her lovers she does not need them anymore, resulting in them attacking her sexually. Later, Bruna is raped by Raymond Hall (Kurtz) in a bathroom at a coffee shop. To exact retribution, Bruna enlists her love slaves and Dashiell to abduct the rapist. They dress up as prostitutes and lure him into a limousine. They lead him to a theatre where a Satanic sacrifice is performed. Dashiell later wipes Raymond's blood all over Bruna."
A Change of Seasons (film),https://upload.wikimedia.org/wikipedia/en/5/58/A_Change_of_Seasons_%281980%29_poster.jpg,"When Karyn Evans discovers her arrogantly self-centered professor husband Adam is having an affair with student Lindsey Rutledge, she is out for Revenge. She retaliates by having a dalliance of her own with philosophical campus carpenter Pete Lachappelle. Adam is infuriated when he learns about his wife's new relationship, and she in turn defends her right to enjoy the same carnal pleasures he does. The four decide to share a Vermont ski house, where their efforts to behave like liberal people are tested by angst, hurt feelings, and Kasey Evans, who unexpectedly arrives to confront her parents with their outrageous behavior, who makes sure to put her parents back on the right track."
A Chorus Line (film),https://upload.wikimedia.org/wikipedia/en/5/5c/ChorusLineMovie.jpg,"In a Broadway theater, from a darkened place in the audience, director Zach (Michael Douglas) judges dozens of dancers and their performances. After initial eliminations, sixteen hopefuls remain. Arriving late is former lead dancer Cassie (Alyson Reed) who once had a tempestuous romantic relationship with Zach but left him for Hollywood. Now she has not worked in over a year, and is desperate enough to be part of the chorus line.  Zach is looking for eight dancers (four men and four women) and has them introduce themselves. As they each step forward, he interviews them and coaxes the dancers into talking about a variety of topics. This includes how they began dancing, first sexual experiences, their families, and hardships they have faced. Through their stories, the group reveals how being a performer is a difficult profession.  As Cassie enters the stage, Zach tells Larry to take all the dancers to a rehearsal room. Cassie pleads to continue the audition. Zach relents and sends her to learn the routine with everyone else. Paul re-enters the stage and tells Zach about how he was sexually molested as a child while watching musicals on 42nd Street. Paul describes his first job at a drag cabaret. When his parents found out that he was gay and performing in drag, they could not look him in the eye. Zach embraces Paul, showing compassion for the first time in the audition.  Larry brings the dancers back onstage to perform the newly learned routine. Zach shouts at Cassie, as she cannot blend in. They argue about their past romantic relationship while Larry leads the group in a tap combination. Suddenly, Paul slips, falls and injures his knee. As he is rushed to the hospital, Zach asks the dancers what they will do once they can no longer perform. Diana is the only one that can truly answer the question, telling him that she wants to be remembered, even just for dancing in a chorus, which all the hopefuls seem to agree with. Zach chooses Val, Cassie, Bebe, Diana, Mike, Mark, Richie, and Bobby to be in his line.  Months later, the eight dancers âˆ’ now dressed in identical costumes âˆ’ perform ""One"" in front of an audience. As the song progresses, the ones who were cut during auditions also join the show and the dancers' reflections begin to emerge from the mirrored stage backdrop. The song's tag vamps as the stage fills with dozens of dancers, who arrange themselves into a series of kicklines."
A Christmas Story,https://upload.wikimedia.org/wikipedia/en/6/65/A_Christmas_Story_film_poster.jpg,"thumb|The front of the Parkers' house where A Christmas Story was filmed in the Tremont neighborhood of Cleveland's west side. The building was restored and reconfigured inside to match the soundstage interiors and is open to the public as A Christmas Story House.  The film is presented in a series of vignettes, with narration provided by the adult Ralphie Parker. As a 9-year-old boy in 1940, all Ralphie wants for Christmas is a Red Ryder Carbine Action 200-shot Range Model air rifle. Ralphie's desire is rejected by his mother, his teacher Miss Shields, and a disgruntled Santa Claus at Higbee's department store, all of whom give him the same warning: ""You'll shoot your eye out"".  On Christmas morning, Ralphie receives some presents that he enjoys but is disappointed not to find the rifle among them. Ralphie's father (""The Old Man"") directs him to one last box hidden in the corner, which proves to contain the rifle. Ralphie eagerly hurries outside to try it out, but when he shoots at the metal target he has set up, the BB ricochets and knocks off his glasses. Ralphie accidentally steps on and breaks the glasses while trying to find them; he makes up a cover story about a large icicle falling and hitting him in the face, which fools his mother and keeps him from getting in trouble.  That night, Ralphie goes to sleep with the gun by his side, as his adult self reflects that it was the best Christmas present he had ever received or would ever receive.  Other vignettes Interspersed with the main story are several loosely related vignettes involving the Parkers:   The Old Man fights a never-ending battle with the malfunctioning furnace in the Parker home. His frustrations cause him to swear profusely (heard as gibberish in the film), leading Ralphie to suspect a cloud of profanity ""is still hanging in space over Lake Michigan"".   Ralphie's friends, Flick and Schwartz, argue about whether or not a tongue will stick to metal in the winter. Schwartz ""triple-dog dare""s Flick to try sticking his tongue to the schoolyard flagpole, and Flick does indeed get stuck, requiring the fire department's help to get him unstuck. Flick refuses to rat out Schwartz to Miss Shields, though she makes it clear she suspects either Schwartz or Ralphie is responsible.  The Old Man is delighted when he wins a ""major award"" in a newspaper contest â€“ a table lamp in the shape of a woman's leg wearing a fishnet stocking. Mrs. Parker dislikes it, and the ensuing ""Battle of the Lamp"" ends with her ""accidentally"" breaking it. Unable to fix it, the Old Man buries it in the backyard.  Ralphie eagerly checks the mail each day for a secret decoder ring, which he earned through a promotion Ovaltine and the Little Orphan Annie radio show were running. However, when the ring finally arrives, and Ralphie decodes the secret message broadcast on the radio show, he is disappointed to find the message is merely an Ovaltine ad.  While unsuccessfully helping The Old Man change a blown tire, Ralphie accidentally lets an f-bomb slip, and gets his mouth washed out with Lifebuoy soap as a punishment. That night, he fantasizes about making his parents sorry, by becoming blind from soap poisoning.  Ralphie, his brother Randy, and Flick and Schwartz are tormented by the neighborhood bullies Scut Farkus and Grover Dill. Ralphie eventually snaps and attacks Farkus, unleashing a stream of vulgar gibberish similar to the Old Man's. Mrs. Parker halts him mid-fight and escorts him home; Ralphie and Randy expect The Old Man to ""kill"" Ralphie when he finds out, but Mrs. Parker manages to distract The Old Man by talking about football, earning Ralphie's respect.   Ralphie is dismayed to receive an embarrassing pink bunny footed sleeper from his Aunt Clara. Mrs. Parker forces him to try it on and thinks its adorable, but The Old Man calls it ""a pink nightmare"" and allows Ralphie to take it off. Mrs. Parker agrees to only have Ralphie wear it when Aunt Clara visits.  The Old Man is frequently chased by a pack of ""at least 785 smelly hound dogs"" owned by the Bumpus family, the Parkers' hillbilly neighbors. On Christmas Day, the dogs ruin the Parkers' dinner by romping through their kitchen and eating their turkey, forcing the family to go to a Chinese restaurant to eat, where they enjoy an entertaining dinner of ""Chinese Turkey""."
